InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Empty5,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProSecondPlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPSecondPlay,ProPKG,ProPKA,ProPKShots,ProPKSecondPlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmSecondPlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPSecondPlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKSecondPlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
34,4199,Josh Teves,https://www.tsn.ca/nhl/player-bio/josh-teves,27,AB,1995-02-18,25,170,72,False,False,False,True,1,True,False,False,False,False,True,True,False,False,False,0,700000,700000,0,0,0,0,0,0,0,0,0,,0,100,0,8481425,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,69,64,79,61,64,51,53,44,25,33,39,57,37,44,44,49,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,2,3,5,3,2,0,12,3,5,9,6,0,0,0,1,0,0,0,12328,0,0,1,5,1272,0,1,0,2021,0,0,1176,0,0,0,0,0,1,0,0,3,3,230,1465,1465,
36,3050,Dylan Larkin,http://www.tsn.ca/nhl/player-bio/dylan-larkin,5,USA,1996-07-30,24,198,73,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,6100000,6100000,6100000,6100000,0,0,0,0,0,0,0,,0,100,0,8477946,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,69,43,84,95,72,86,91,88,93,84,78,68,61,68,69,80,50,76,11,36,3,5,8,5,4,0,1,11,30,11,19,0,0,117,217,0,0,0,13166,0,1,0,7,2396,0,0,0,567,0,0,1789,0,0,0,1,0,0,70,1575,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,
37,3880,Andrei Svechnikov,https://www.tsn.ca/nhl/player-bio/andrei-svechnikov,31,RUS,2000-03-26,20,188,74,False,True,True,False,2,False,False,False,False,False,True,True,False,False,False,0,3575000,3575000,3575000,0,0,0,0,0,0,0,0,,0,100,0,8480830,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,82,44,78,89,70,74,92,83,25,87,85,56,75,60,61,80,50,73,11,35,2,6,8,2,6,0,0,14,23,27,12,1,0,4,20,1,2,0,11639,0,0,2,9,2035,0,0,1,1088,0,0,1435,0,0,0,0,0,1,580,1435,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,
38,3881,Jordan Greenway,https://www.tsn.ca/nhl/player-bio/jordan-greenway,14,USA,1997-02-16,23,226,78,False,True,True,False,2,False,False,False,False,False,True,True,False,False,False,0,1255000,1255000,1255000,0,0,0,0,0,0,0,0,,0,100,0,8478413,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,79,66,77,80,87,67,94,64,54,75,62,72,25,60,60,70,50,68,11,21,3,1,4,1,2,0,4,5,12,30,5,1,0,8,18,0,0,0,12281,0,1,0,3,1964,0,0,0,211,0,0,861,0,0,0,0,0,1,45,1220,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,
39,4195,Jimmy Schuldt,https://www.eliteprospects.com/player/196941/jimmy-schuldt,26,USA,1995-05-11,25,205,73,False,False,False,True,2,True,False,False,False,False,True,True,False,False,False,1,925000,925000,925000,0,0,0,0,0,0,0,0,,0,100,0,8481486,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,76,75,77,61,75,61,64,53,25,46,45,62,43,44,44,55,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,3,7,10,18,10,0,16,5,12,26,6,0,0,0,0,0,0,0,15455,0,1,1,2,2235,0,0,0,2479,0,0,1681,0,0,0,0,1,0,0,0,6,1,70,3570,3570,
40,3053,Alex Ovechkin,http://www.tsn.ca/nhl/player-bio/alex-ovechkin,14,RUS,1985-09-17,35,235,75,False,True,False,False,3,False,False,False,False,False,True,True,False,False,False,0,12500000,12500000,12500000,12500000,0,0,0,0,0,0,0,,0,100,0,8471214,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,92,47,86,88,86,85,92,99,25,73,98,61,54,90,96,86,50,79,11,59,7,3,10,-4,11,5,1,16,36,40,14,1,0,4,14,0,1,0,13392,1,3,1,8,2288,0,0,0,0,0,0,1653,0,0,1,2,0,0,95,2025,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
41,3882,Jesperi Kotkaniemi,https://www.tsn.ca/nhl/player-bio/jesperi-kotkaniemi,2,FIN,2000-07-06,20,188,74,True,False,False,False,2,False,False,False,False,False,True,True,False,False,False,0,3425000,3425000,3425000,0,0,0,0,0,0,0,0,,0,100,0,8480829,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,79,58,81,83,71,63,81,70,73,56,70,53,25,57,57,67,50,63,11,14,1,0,1,-4,2,0,0,4,4,6,13,1,0,45,87,0,0,0,5238,0,0,0,0,108,0,0,0,402,0,0,366,0,0,0,0,0,0,0,370,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
42,3883,Casey Mittelstadt,https://www.tsn.ca/nhl/player-bio/casey-mittelstadt,6,USA,1998-11-22,21,203,73,True,True,False,False,2,False,False,False,False,False,True,True,False,False,False,0,1491666,1491666,1491666,0,0,0,0,0,0,0,0,,0,100,0,8479999,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,63,42,97,83,74,63,89,70,66,63,64,58,79,57,57,67,50,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,76,18,5,23,8,4,0,17,22,59,49,35,1,1,13,15,0,1,0,16230,3,1,0,8,1380,0,0,0,648,0,0,4568,0,0,0,4,0,0,2,2,0,0,1150,4835,4835,
43,4196,Nico Sturm,https://www.tsn.ca/nhl/player-bio/nico-sturm,23,GER,1995-05-02,25,207,75,True,False,False,False,2,True,False,False,False,False,True,True,False,False,False,1,925000,925000,925000,0,0,0,0,0,0,0,0,,0,100,0,8481477,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,81,77,89,74,77,67,69,61,76,59,58,67,55,44,44,64,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,71,16,5,21,15,14,0,12,21,46,39,19,1,1,5,6,0,0,0,9983,2,0,0,0,0,0,0,0,0,0,0,3073,0,0,0,3,2,2,0,0,1,1,355,5305,5305,
44,3055,Noah Hanifin,http://www.tsn.ca/nhl/player-bio/noah-hanifin,12,USA,1997-01-25,23,206,75,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,0,0,0,0,0,0,0,0,0,,0,100,0,8478396,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,77,44,94,88,77,82,92,70,25,58,49,80,63,66,67,67,50,72,11,7,0,6,6,2,2,0,23,11,17,9,12,0,0,0,0,0,0,0,14460,0,0,2,0,1291,0,0,0,2357,0,0,1508,0,0,0,0,0,0,65,1215,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,
45,3589,Griffen Molino,https://www.tsn.ca/nhl/player-bio/griffen-molino,7,USA,1994-01-21,26,171,71,True,True,False,False,1,False,False,False,False,False,True,True,False,False,False,0,800000,800000,0,0,0,0,0,0,0,0,0,,0,100,0,8479969,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,71,63,88,60,63,52,52,54,68,54,47,62,45,51,51,55,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,5,5,5,0,0,1,4,11,8,15,0,0,49,64,0,0,0,5031,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,11,1,20,1600,1600,
46,3057,Joonas Donskoi,http://www.tsn.ca/nhl/player-bio/joonas-donskoi,2,FIN,1992-04-13,28,190,72,False,True,True,False,3,False,False,False,False,False,True,True,False,False,False,0,3900000,3900000,3900000,3900000,0,0,0,0,0,0,0,,0,100,0,8475820,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,63,41,87,81,70,73,90,74,38,71,76,65,70,66,69,74,50,69,11,25,3,5,8,0,2,0,1,7,16,8,10,0,0,4,8,2,3,0,11841,0,1,1,3,2147,0,0,0,372,0,0,1036,0,0,0,1,1,0,105,1490,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
47,47,Evander Kane,http://www.tsn.ca/nhl/player-bio/evander-kane,6,BC,1991-08-02,29,212,74,False,True,False,False,4,False,False,False,False,False,True,True,False,False,False,0,7000000,7000000,7000000,7000000,7000000,0,0,0,0,0,0,,0,100,0,8475169,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,86,88,50,85,80,81,87,81,63,76,88,72,38,77,79,81,50,75,11,47,4,3,7,-1,31,5,1,10,32,27,21,0,0,49,107,0,1,0,11265,0,0,1,8,1299,0,0,2,1578,0,0,1524,1,0,0,0,0,0,135,615,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
48,3058,Ben Hutton,http://www.tsn.ca/nhl/player-bio/ben-hutton,3,ONT,1993-04-20,27,207,74,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,3200000,3200000,3200000,3200000,0,0,0,0,0,0,0,,0,100,0,8477018,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,71,43,92,81,76,75,84,63,25,53,48,79,25,67,67,64,50,68,10,6,2,2,4,-2,0,0,15,1,8,8,3,0,0,0,0,0,0,0,10699,0,1,0,2,756,0,0,0,1040,0,0,836,0,0,0,0,0,2,345,1045,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,
49,4445,Brett Pollock,,2,SKW,1996-03-17,24,194,75,False,True,True,False,3,True,False,False,False,False,True,True,False,False,False,1,894167,894167,894167,894167,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,7,9,16,18,2,0,2,7,23,10,10,1,0,13,16,0,0,0,14184,0,2,1,5,1987,0,0,0,23,0,0,1326,0,0,0,1,1,1,0,1,2,0,135,4470,4470,
51,3060,Mattias Janmark,https://www.tsn.ca/nhl/player-bio/mattias-janmark,26,SWE,1992-12-08,27,196,73,True,True,False,False,1,False,False,False,False,False,True,True,False,False,False,0,930000,930000,0,0,0,0,0,0,0,0,0,,0,100,0,8477406,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,63,42,93,82,72,68,89,64,42,69,59,74,25,65,66,67,50,66,12,13,0,2,2,-2,0,0,1,3,4,1,15,0,0,56,166,0,0,0,8716,0,0,1,0,316,0,0,0,2161,0,0,742,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,
52,3061,Robby Fabbri,https://www.tsn.ca/nhl/player-bio/robby-fabbri,20,ONT,1996-01-22,24,190,70,True,True,False,False,2,False,False,False,False,False,True,True,False,False,False,0,2950000,2950000,2950000,0,0,0,0,0,0,0,0,,0,100,0,8477952,0,0,0,,0,3,2,2,2,2,2,2,2,2,2,77,43,89,81,68,73,65,81,40,73,76,58,25,63,65,74,50,68,12,19,0,4,4,-3,6,0,2,7,20,7,2,0,0,9,19,0,0,0,11256,0,0,0,1,57,0,0,0,558,0,0,712,0,0,0,0,0,0,0,345,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,
53,4201,Kirby Dach,https://www.tsn.ca/nhl/player-bio/kirby-dach,18,AB,2001-01-20,19,198,76,True,True,True,False,2,True,False,False,False,False,True,True,False,False,False,0,3425000,3425000,3425000,0,0,0,0,0,0,0,0,,0,100,0,8481523,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,65,42,88,84,75,67,82,71,49,68,64,60,75,51,51,68,50,65,9,17,0,2,2,-9,0,0,2,5,14,3,19,0,0,57,146,0,0,0,10048,0,0,1,4,904,0,0,0,1195,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,
54,3062,Nikolaj Ehlers,http://www.tsn.ca/nhl/player-bio/nikolaj-ehlers,16,DEN,1996-02-13,24,172,72,False,True,True,False,2,False,False,False,False,False,True,True,False,False,False,0,6000000,6000000,6000000,0,0,0,0,0,0,0,0,,0,100,0,8477940,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,65,55,87,91,64,74,84,72,25,83,85,55,25,65,67,78,50,70,10,28,1,8,9,6,0,0,0,5,25,3,10,1,0,3,11,0,0,0,10494,0,1,2,6,1651,0,0,1,459,0,0,1057,0,0,0,0,0,1,130,1415,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,
55,2789,Aaron Ekblad,http://www.tsn.ca/nhl/player-bio/aaron-ekblad,16,ONT,1996-02-07,24,216,77,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,7650000,7650000,7650000,7650000,0,0,0,0,0,0,0,,0,100,0,8477932,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,65,43,88,88,82,86,92,72,25,76,49,82,25,68,69,69,50,74,10,14,1,8,9,1,2,0,17,5,11,10,10,0,0,0,0,0,0,0,15913,0,1,5,9,1831,0,0,0,2200,0,0,1942,0,0,0,0,1,0,0,1450,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,
56,56,Tyler Bozak,http://www.tsn.ca/nhl/player-bio/tyler-bozak,13,SKW,1986-03-19,34,199,73,True,False,False,False,2,False,False,False,False,False,True,True,False,False,False,0,6000000,6000000,6000000,0,0,0,0,0,0,0,0,,0,100,0,8475098,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,65,42,94,75,72,70,87,73,90,69,71,74,70,76,78,73,50,69,10,20,5,5,10,5,2,0,6,2,16,8,22,1,1,118,207,0,1,0,9326,0,0,0,0,17,0,0,1,1540,0,0,723,0,0,0,1,2,0,440,2110,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
57,3872,Mitch Reinke,https://www.eliteprospects.com/player/195228/mitch-reinke,21,USA,1996-02-04,24,181,71,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,925000,925000,0,0,0,0,0,0,0,0,0,,0,100,0,8480761,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,72,66,87,63,66,73,78,53,25,49,43,60,41,44,44,55,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,2,0,2,1,0,1,1,1,0,0,0,0,0,0,1086,0,1,0,1,229,0,0,0,14,0,0,194,0,0,0,0,0,0,1,1,0,0,0,185,185,
58,3884,Pat Maroon,https://www.tsn.ca/nhl/player-bio/pat-maroon,24,USA,1988-04-22,32,225,75,False,True,True,False,2,False,False,False,False,False,True,True,False,False,False,0,3950000,3950000,3950000,0,0,0,0,0,0,0,0,,0,100,0,8474034,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,81,93,70,74,86,62,86,71,56,67,66,62,25,72,76,68,50,66,11,10,3,2,5,2,19,5,1,3,11,12,7,0,1,5,7,0,0,0,6364,0,0,0,0,125,0,0,0,448,0,0,456,0,0,1,1,0,1,20,310,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,
59,3885,Brady Tkachuk,https://www.tsn.ca/nhl/player-bio/brady-tkachuk,24,USA,1999-09-16,21,196,75,False,True,False,False,2,False,False,False,False,False,True,True,False,False,False,0,3425000,3425000,3425000,0,0,0,0,0,0,0,0,,0,100,0,8480801,0,0,0,,7,3,3,3,3,3,3,3,3,3,3,99,81,60,85,76,79,88,84,58,76,81,61,25,59,59,78,50,72,11,36,2,3,5,-5,12,0,1,9,29,34,19,0,1,5,16,1,1,0,12769,0,0,2,9,1864,0,0,0,181,0,0,1682,0,0,0,0,1,0,90,690,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,
60,60,Patrice Bergeron,http://www.tsn.ca/nhl/player-bio/patrice-bergeron,10,QUE,1985-07-24,35,195,73,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,9500000,9500000,9500000,9500000,9500000,0,0,0,0,0,0,,0,100,0,8470638,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,70,43,86,87,72,78,81,90,98,88,93,70,59,86,93,85,50,79,11,34,2,6,8,4,2,0,2,18,38,6,38,1,0,192,321,0,1,0,13563,0,0,1,4,1970,0,0,2,1383,0,0,1983,0,0,0,0,0,1,620,1270,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,
61,3064,Kris Letang,http://www.tsn.ca/nhl/player-bio/kris-letang,26,QUE,1987-04-24,33,201,72,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,8650000,8650000,8650000,8650000,0,0,0,0,0,0,0,,0,100,0,8471724,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,82,45,82,90,73,93,80,89,25,73,65,81,73,78,85,77,50,77,12,20,1,8,9,-4,11,5,20,8,16,30,23,0,0,0,0,0,0,0,16565,0,1,2,11,2211,0,0,1,1991,0,0,2727,0,1,0,2,0,0,350,1520,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,
62,4202,Vladislav Gavrikov,http://www.eliteprospects.com/player.php?player=165015,6,RUS,1995-11-21,24,205,75,False,False,False,True,2,True,False,False,False,False,True,True,False,False,False,0,1350000,1350000,1350000,0,0,0,0,0,0,0,0,,0,100,0,8478882,0,0,0,,0,3,1,1,1,1,1,1,1,1,1,76,44,91,78,77,76,82,62,25,54,49,83,25,52,52,65,50,68,9,5,0,2,2,-7,2,0,10,0,3,16,3,0,0,0,0,0,0,0,9540,0,0,0,1,18,0,0,0,1058,0,0,988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,
63,3873,Zach Whitecloud,https://www.eliteprospects.com/player/200326/alex-overhardt,12,MAN,1996-11-27,23,209,74,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,1491666,1491666,0,0,0,0,0,0,0,0,0,,0,100,0,8480727,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,67,43,91,62,76,64,80,57,25,45,47,63,25,45,45,57,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,9,9,15,4,0,10,4,6,15,2,0,0,0,0,0,0,0,14101,0,0,0,0,494,0,0,0,1169,0,0,1063,0,0,0,0,0,0,0,0,14,1,190,3245,3245,
64,3065,Micheal Ferland,http://www.tsn.ca/nhl/player-bio/micheal-ferland,24,MB,1992-04-19,28,208,74,False,True,True,False,3,False,False,False,False,False,True,True,False,False,False,0,3250000,3250000,3250000,3250000,0,0,0,0,0,0,0,,0,100,0,8475907,0,0,0,,79,2,2,2,2,2,2,2,2,2,2,94,92,85,80,79,55,62,58,26,74,58,57,25,65,66,65,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,3066,Nicolas Deslauriers,http://www.tsn.ca/nhl/player-bio/nicolas-deslauriers,10,QUE,1991-02-22,29,215,73,False,True,True,False,2,False,False,False,False,True,True,True,False,False,False,0,850000,850000,850000,0,0,0,0,0,0,0,0,,0,100,0,8475235,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,88,99,58,71,82,55,71,59,25,60,62,69,25,66,66,65,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,66,Brian Boyle,http://www.tsn.ca/nhl/player-bio/brian-boyle,10,USA,1984-12-18,35,245,78,True,True,False,False,3,False,False,False,False,True,True,True,False,False,False,0,2000000,2000000,2000000,2000000,0,0,0,0,0,0,0,,0,100,0,8470619,0,0,0,,0,3,2,2,2,2,2,2,2,2,2,82,61,86,72,92,62,73,63,87,68,68,68,61,80,86,70,50,67,11,12,0,3,3,-5,6,0,2,6,11,14,6,0,0,11,17,0,0,0,10944,0,0,0,1,316,0,0,0,641,0,0,422,0,0,0,0,0,0,35,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,
67,3331,Alexandre Carrier,http://www.tsn.ca/nhl/player-bio/alexandre-carrier,13,QUE,1996-10-08,24,174,71,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,800000,800000,0,0,0,0,0,0,0,0,0,,0,100,0,8478851,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,67,63,77,68,63,78,84,58,25,57,42,62,40,55,55,57,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,2,8,10,13,6,0,4,4,5,13,9,1,0,0,0,0,0,0,11100,0,0,1,0,546,0,0,0,488,0,0,1947,0,0,0,0,0,0,0,1,5,0,750,2930,2930,
68,3067,T.J. Brodie,http://www.tsn.ca/nhl/player-bio/tj-brodie,26,ONT,1990-06-06,30,182,73,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,5600000,5600000,5600000,5600000,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,61,41,83,85,68,80,89,67,25,57,48,80,25,73,74,64,50,70,12,12,2,3,5,1,8,0,23,2,8,8,17,0,0,0,0,0,0,0,13957,0,0,1,4,813,1,0,2,2125,0,0,1487,0,0,0,0,1,0,20,740,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,
69,3068,Brett Pesce,http://www.tsn.ca/nhl/player-bio/brett-pesce,8,USA,1994-11-15,25,200,75,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,4250000,4250000,4250000,4250000,0,0,0,0,0,0,0,,0,100,0,8477488,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,63,52,86,83,76,84,84,61,25,57,49,88,80,68,69,65,50,71,11,18,1,8,9,1,0,0,23,4,10,5,20,0,0,0,0,0,1,0,14057,0,0,2,10,2143,0,0,1,1533,0,0,1994,0,0,0,0,0,1,120,1385,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,
