InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Retire,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
218,580,Arturs Silovs,https://www.tsn.ca/nhl/player-bio/arturs-silovs,0,LAT,2001-03-21,21,203,76,1,True,False,False,False,False,True,True,False,False,False,0,788889,788889,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,63,51,64,83,65,62,70,72,67,68,30,44,44,64,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
219,581,Will Cranley,https://www.eliteprospects.com/player/503165/will-cranley,0,ONT,2002-02-26,20,185,76,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,60,46,58,78,61,57,70,70,65,66,30,44,44,62,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
220,582,Kai Edmonds,https://www.eliteprospects.com/player/300733/kai-edmonds,0,ONT,2000-07-27,21,163,74,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,61,57,71,63,70,67,40,57,58,54,30,44,44,58,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
223,233,Jack Campbell,http://www.tsn.ca/nhl/player-bio/jack-campbell,1,USA,1992-01-08,30,197,75,3,False,False,False,False,False,True,True,False,False,False,0,2000000,2000000,2000000,2000000,0,0,0,0,0,0,0,,92,100,0,8475789,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,77,59,58,79,83,70,97,75,83,77,61,55,55,77,50,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
224,234,Jake Allen,http://www.tsn.ca/nhl/player-bio/jake-allen,21,NB,1990-08-07,31,190,74,2,False,False,False,False,True,True,True,False,False,False,0,5000000,5000000,5000000,0,0,0,0,0,0,0,0,,34,99,0,8474596,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,72,65,65,76,74,69,83,73,79,72,90,66,67,70,50,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
233,243,Jordan Binnington,http://www.tsn.ca/nhl/player-bio/jordan-binnington,14,ONT,1993-07-10,28,174,73,1,False,False,False,False,False,True,True,False,False,False,0,903333,903333,0,0,0,0,0,0,0,0,0,,0,100,0,8476412,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,76,86,82,65,78,74,71,77,80,76,89,58,60,77,50,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
235,245,Keith Kinkaid,http://www.tsn.ca/nhl/player-bio/keith-kinkaid,18,USA,1989-07-03,32,186,75,1,False,False,False,False,True,True,True,False,False,False,0,1250000,1250000,0,0,0,0,0,0,0,0,0,,52,100,0,8476234,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,67,52,65,76,70,66,72,76,71,71,30,61,61,68,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
237,247,Kent Simpson,http://www.tsn.ca/nhl/player-bio/kent-simpson,0,AB,1992-03-25,30,198,74,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,48,45,56,77,48,47,50,54,49,49,95,44,44,50,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
241,251,Martin Jones,http://www.tsn.ca/nhl/player-bio/martin-jones,7,BC,1990-01-10,32,190,76,2,False,False,False,False,True,True,True,False,False,False,0,900000,900000,900000,0,0,0,0,0,0,0,0,,0,100,0,8474889,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,58,80,78,80,58,59,66,61,62,59,90,67,67,63,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
243,253,Michael Hutchinson,http://www.tsn.ca/nhl/player-bio/michael-hutchinson,22,ONT,1990-03-01,32,198,75,1,False,False,False,False,False,True,True,False,False,False,0,800000,800000,0,0,0,0,0,0,0,0,0,,59,100,0,8474636,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,67,53,66,80,70,66,72,76,71,71,30,59,60,68,50,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
244,254,Mike Clemente,,0,USA,1990-07-01,31,200,74,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,45,50,55,73,60,50,45,45,45,48,55,62,48,63,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
251,261,Riley Gill,,0,USA,1985-07-01,36,215,73,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,45,50,58,69,60,46,46,48,48,46,55,72,61,23,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
258,353,Brandon Anderson,,0,CAN,1992-07-01,29,184,73,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,2,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,45,50,62,69,60,47,49,52,52,51,55,58,49,79,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
259,270,Petr Mrazek,http://www.tsn.ca/nhl/player-bio/petr-mrazek,27,CZE,1992-02-13,30,190,73,4,False,False,False,False,False,True,True,False,False,False,0,3000000,3000000,3000000,3000000,3000000,0,0,0,0,0,0,,19,97,0,8475852,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,70,59,60,73,78,62,99,72,78,70,91,65,67,74,50,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
264,277,Frederik Andersen,http://www.tsn.ca/nhl/player-bio/frederik-andersen,28,DEN,1989-10-02,32,238,76,4,False,False,False,False,True,True,True,False,False,True,0,5500000,5500000,5500000,5500000,5500000,0,0,0,0,0,0,,0,100,0,8475883,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,83,83,81,93,88,78,71,83,85,72,74,69,72,64,50,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
265,278,Garret Sparks,http://www.tsn.ca/nhl/player-bio/garret-sparks,18,USA,1993-06-28,28,201,75,2,False,False,False,False,False,True,True,False,False,False,0,800000,800000,800000,0,0,0,0,0,0,0,0,,0,100,0,8476343,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,58,55,69,80,61,60,54,62,58,57,30,47,47,58,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
267,280,Jason Missiaen,,0,CAN,1990-07-01,31,220,80,0,False,False,False,False,False,True,True,False,False,False,0,750000,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,45,50,67,97,60,51,52,52,50,57,55,62,49,63,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
268,281,Jean-Francois Berube,https://www.tsn.ca/nhl/player-bio/jean-francois-berube,20,QUE,1991-07-13,30,177,73,1,False,False,False,False,False,True,True,False,False,False,0,700000,750000,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,2,3,3,3,3,3,3,3,3,3,50,62,78,66,46,50,50,55,48,48,30,47,47,51,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
269,282,John Gibson,http://www.tsn.ca/nhl/player-bio/john-gibson-39828,24,USA,1993-07-14,28,207,74,3,False,False,False,False,False,True,True,False,False,False,0,6000000,6000000,6000000,6000000,0,0,0,0,0,0,0,,0,100,0,8476434,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,74,84,82,82,77,71,62,74,75,74,72,66,66,69,50,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
270,283,Juho Olkinuora,,0,FIN,1990-07-01,31,200,74,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,45,50,56,73,60,50,45,45,45,54,55,62,44,63,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
272,285,Kieran Millan,http://tsn.ca/nhl/teams/players/bio/?id=6451,0,CAN,1989-07-01,32,190,72,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,45,50,55,65,60,49,45,45,45,47,55,64,43,55,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
273,286,Louis Domingue,https://www.tsn.ca/nhl/player-bio/louis-domingue,25,QUE,1992-03-06,30,208,75,2,False,False,False,True,False,True,True,False,False,False,0,2000000,2000000,2000000,0,0,0,0,0,0,0,0,,0,100,0,8475839,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,45,51,64,82,41,44,50,52,45,46,30,59,59,47,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
276,289,Mike Condon,http://www.tsn.ca/nhl/player-bio/mike-condon,15,USA,1990-04-26,32,195,74,1,False,False,False,False,False,True,True,False,False,False,0,750000,750000,0,0,0,0,0,0,0,0,0,,0,100,0,8477237,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,44,42,53,76,42,42,50,51,45,46,30,44,44,46,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
281,294,Pat Nagle,https://www.tsn.ca/nhl/player-bio/pat-nagle,0,USA,1987-09-21,34,169,74,0,False,False,False,False,False,True,True,False,False,False,0,562500,0,0,0,0,0,0,0,0,0,0,,0,100,0,8476175,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,51,56,70,65,48,50,53,57,50,51,30,44,44,52,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
283,296,Rob Madore,http://www.tsn.ca/nhl/player-bio/rob-madore,0,USA,1988-07-01,33,179,70,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,50,47,62,50,50,50,50,50,50,50,44,44,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
285,354,Brandon Whitney,,0,CAN,1994-07-01,27,205,77,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,45,50,65,85,60,45,45,46,45,47,55,54,46,95,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
286,299,Scott Wedgewood,https://www.tsn.ca/nhl/player-bio/scott-wedgewood,15,ONT,1992-08-13,29,207,74,1,False,False,False,False,False,True,True,False,False,False,0,750000,750000,0,0,0,0,0,0,0,0,0,,30,100,0,8475809,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,62,60,59,79,70,54,59,63,65,62,75,55,55,62,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
287,300,Ty Rimmer,http://www.eliteprospects.com/player.php?player=44497,0,AB,1992-07-01,29,181,72,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,48,75,48,66,43,51,35,47,40,39,44,44,44,1,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
291,304,Antti Raanta,http://www.tsn.ca/nhl/player-bio/antti-raanta,25,FIN,1989-05-11,33,195,72,2,False,False,False,False,False,True,True,False,False,False,0,5500000,5500000,5500000,0,0,0,0,0,0,0,0,,38,100,0,8477293,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,75,61,61,71,78,70,71,74,82,73,58,63,64,64,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
292,305,Andrew Hammond,http://www.tsn.ca/nhl/player-bio/andrew-hammond,8,BC,1988-02-11,34,215,74,2,False,False,False,False,True,True,True,False,False,False,0,975000,975000,975000,0,0,0,0,0,0,0,0,,79,100,0,8477202,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,59,63,79,81,58,64,57,64,63,62,30,50,51,61,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
294,307,Jonathan Quick,http://www.tsn.ca/nhl/player-bio/jonathan-quick,10,USA,1986-01-20,36,216,73,3,False,False,False,False,True,True,True,False,False,False,0,2400000,2400000,2400000,2400000,0,0,0,0,0,0,0,,0,100,0,8471734,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,61,72,72,79,61,62,71,65,68,62,95,76,76,60,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
297,310,Aaron Dell,http://www.tsn.ca/nhl/player-bio/aaron-dell,8,AB,1989-05-04,33,209,72,2,False,False,False,False,False,True,True,False,False,False,0,1300000,1300000,1300000,0,0,0,0,0,0,0,0,,22,100,0,8477180,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,45,53,66,75,40,43,50,52,44,45,30,57,57,47,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
299,312,Anton Forsberg,http://www.tsn.ca/nhl/player-bio/anton-forsberg,24,SWE,1992-11-26,29,176,74,2,False,False,False,False,True,True,True,False,False,False,0,1000000,1000000,1000000,0,0,0,0,0,0,0,0,,19,100,0,8476341,0,0,0,False,31,2,2,2,2,2,2,2,2,2,2,67,53,66,68,70,66,72,76,71,71,30,50,50,68,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
302,315,Chris Driedger,http://www.tsn.ca/nhl/player-bio/chris-driedger,8,MB,1994-05-18,28,208,76,2,False,False,False,False,False,True,True,False,True,False,0,900000,900000,900000,0,0,0,0,0,0,0,0,Right Knee Injury,104,56,0,8476904,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,77,58,56,85,83,70,90,76,83,77,75,47,47,76,50,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
303,316,Christopher Gibson,http://www.tsn.ca/nhl/player-bio/christopher-gibson,24,FIN,1992-12-27,29,217,74,1,False,False,False,False,False,True,True,False,False,False,0,750000,750000,0,0,0,0,0,0,0,0,0,,0,100,0,8476444,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,62,50,63,82,67,63,58,66,63,62,30,45,45,61,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
305,318,Eric Comrie,http://www.tsn.ca/nhl/player-bio/eric-comrie,26,AB,1995-07-05,26,175,73,2,False,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,0,0,0,0,0,0,0,0,,48,100,0,8477480,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,66,50,63,65,70,75,72,75,81,79,30,44,44,70,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
311,324,Joel Martin,http://tsn.ca/nhl/teams/players/bio/?id=5562,0,USA,1982-07-01,39,185,73,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,45,50,58,69,60,48,45,46,45,48,55,78,64,5,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
314,327,Laurent Brossoit,http://www.tsn.ca/nhl/player-bio/laurent-brossoit,26,BC,1993-03-22,29,205,75,4,False,False,False,False,False,True,True,False,False,False,0,2300000,2300000,2300000,2300000,2300000,0,0,0,0,0,0,,85,100,0,8476316,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,71,52,52,81,79,63,90,68,79,71,45,55,55,71,50,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
316,329,Malcolm Subban,http://www.tsn.ca/nhl/player-bio/malcolm-subban,15,ONT,1993-12-21,28,215,74,4,False,False,False,False,False,True,True,False,False,False,0,1700000,1700000,1700000,1700000,1700000,0,0,0,0,0,0,,52,100,0,8476876,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,58,53,53,81,61,54,63,61,65,58,95,55,55,60,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
317,330,Mark Guggenberger,,0,USA,1989-07-01,32,208,75,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,45,50,64,77,60,47,47,53,50,47,55,64,58,55,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
318,331,Mathias Niederberger,,0,DEU,1992-07-01,29,170,71,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,45,50,56,61,60,50,45,46,45,49,55,58,52,79,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
320,333,Matt Murray,https://www.tsn.ca/nhl/player-bio/matt-murray,19,ONT,1994-05-25,28,178,76,1,False,False,False,False,False,True,True,False,False,False,0,3000000,3000000,0,0,0,0,0,0,0,0,0,,0,100,0,8476899,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,58,69,68,74,62,55,56,61,61,58,87,60,61,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
321,334,Michael Houser,https://www.tsn.ca/nhl/player-bio/michael-houser,0,USA,1992-09-12,29,185,73,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,63,52,65,70,67,63,62,68,65,64,30,44,44,63,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
323,336,Patrik Bartosak,,0,CZE,1993-07-01,28,193,73,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,51,59,69,63,63,58,59,58,58,55,56,40,87,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
324,337,Philippe Trudeau,http://tsn.ca/nhl/teams/players/bio/?id=9545,0,CAN,1993-07-01,28,215,78,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,45,50,66,89,60,45,45,45,45,47,55,54,39,95,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
326,339,Troy Grosenick,http://www.tsn.ca/nhl/player-bio/troy-grosenick,17,USA,1989-08-27,32,185,73,1,False,False,False,False,False,True,True,False,False,False,0,950000,950000,0,0,0,0,0,0,0,0,0,,0,100,0,8477234,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,55,61,76,70,53,56,56,61,55,55,30,44,44,47,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
327,340,Vitek Vanecek,http://www.tsn.ca/nhl/player-bio/vitek-vanecek,25,CZE,1996-01-08,26,187,74,2,False,False,False,False,False,True,True,False,False,False,0,1000000,1000000,1000000,0,0,0,0,0,0,0,0,,13,100,0,8477970,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,73,72,68,74,75,70,72,73,78,73,75,47,47,73,50,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
328,341,Anthony Stolarz,https://www.tsn.ca/nhl/player-bio/anthony-stolarz,0,USA,1994-01-20,28,230,77,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8476932,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,61,58,73,95,65,63,51,62,59,57,30,46,46,59,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
330,355,C.J. Motte,https://www.hockeydb.com/ihdb/stats/pdisplay.php?pid=123372,0,USA,1991-12-10,30,175,72,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,48,53,66,63,45,47,50,54,47,48,30,44,44,49,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
331,356,Connor Hellebuyck,http://www.tsn.ca/nhl/player-bio/connor-hellebuyck,30,USA,1993-05-18,29,207,76,4,False,False,False,False,False,True,True,False,False,False,0,7000000,7000000,7000000,7000000,7000000,0,0,0,0,0,0,,2,100,0,8476945,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,84,93,89,84,83,84,75,84,86,84,87,66,67,81,50,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
