Day,Visitor Team #,Visitor Team,Home Team #,Home Team,Visitor Team #,Visitor Team,Home Team #,Home Team
155,22,Philadelphia Flyers,28,Toronto Maple Leafs ,-,-,-,-
155,21,Ottawa Senators,13,Florida Panthers ,-,-,-,-
155,16,Montreal Canadiens,25,St.Louis Blues ,-,-,-,-
155,15,Minnesota Wild,17,Nashville Predators ,-,-,-,-
155,5,Calgary Flames,23,Phoenix Coyotes ,-,-,-,-
155,29,Vancouver Canucks,26,San Jose Sharks ,-,-,-,-
156,12,Edmonton Oilers,11,Detroit Red Wings ,8,Lake Erie Monsters,16,Hamilton Bulldogs
156,14,Los Angeles Kings,9,Columbus Blue Jackets ,30,Hershey Bears,20,Hartford Wolf Pack
156,3,Boston Bruins,19,New York Islanders ,26,Worcester Sharks,14,Manchester Monarchs
156,6,Carolina Hurricanes,30,Washington Capitals ,11,Grand Rapids Griffins,12,Oklahoma City Barons
156,21,Ottawa Senators,27,Tampa Bay Lightning ,19,Bridgeport Sound Tigers,3,Providence Bruins
156,18,New Jersey Devils,2,Atlanta Thrashers ,18,Albany Devils,22,Adirondack Phantoms
156,15,Minnesota Wild,10,Dallas Stars ,21,Binghampton Senators,27,Norfolk Admirals
156,1,Anaheim Ducks,8,Colorado Avalanche ,4,Portland Pirates,9,Springfield Falcons
156,-,-,-,-,10,Dallas Stars,1,Syracuse Crunch
156,-,-,-,-,28,Toronto Marlies,13,Rochester Americans
156,-,-,-,-,7,Rockford IceHogs,17,Milwaukee Admirals
156,-,-,-,-,25,Peoria Rivermen,2,Chicago Wolves
156,-,-,-,-,29,Manitoba Moose,15,Houston Aeros
156,-,-,-,-,24,Wilkes-Barre/Scranton Penguins,5,Abbotsford Heat
157,16,Montreal Canadiens,24,Pittsburgh Penguins ,8,Lake Erie Monsters,28,Toronto Marlies
157,4,Buffalo Sabres,28,Toronto Maple Leafs ,10,Dallas Stars,16,Hamilton Bulldogs
157,19,New York Islanders,18,New Jersey Devils ,30,Hershey Bears,22,Adirondack Phantoms
157,9,Columbus Blue Jackets,6,Carolina Hurricanes ,9,Springfield Falcons,18,Albany Devils
157,27,Tampa Bay Lightning,13,Florida Panthers ,21,Binghampton Senators,6,Charlotte Checkers
157,2,Atlanta Thrashers,22,Philadelphia Flyers ,26,Worcester Sharks,20,Hartford Wolf Pack
157,8,Colorado Avalanche,17,Nashville Predators ,19,Bridgeport Sound Tigers,14,Manchester Monarchs
157,11,Detroit Red Wings,25,St.Louis Blues ,3,Providence Bruins,4,Portland Pirates
157,29,Vancouver Canucks,5,Calgary Flames ,13,Rochester Americans,1,Syracuse Crunch
157,20,New York Rangers,26,San Jose Sharks ,29,Manitoba Moose,23,San Antonio Rampage
157,-,-,-,-,11,Grand Rapids Griffins,12,Oklahoma City Barons
157,-,-,-,-,24,Wilkes-Barre/Scranton Penguins,5,Abbotsford Heat
158,12,Edmonton Oilers,24,Pittsburgh Penguins ,22,Adirondack Phantoms,9,Springfield Falcons
158,14,Los Angeles Kings,10,Dallas Stars ,10,Dallas Stars,28,Toronto Marlies
158,7,Chicago Blackhawks,30,Washington Capitals ,20,Hartford Wolf Pack,26,Worcester Sharks
158,21,Ottawa Senators,4,Buffalo Sabres ,1,Syracuse Crunch,18,Albany Devils
158,23,Phoenix Coyotes,1,Anaheim Ducks ,13,Rochester Americans,16,Hamilton Bulldogs
158,-,-,-,-,14,Manchester Monarchs,4,Portland Pirates
158,-,-,-,-,19,Bridgeport Sound Tigers,3,Providence Bruins
158,-,-,-,-,27,Norfolk Admirals,30,Hershey Bears
158,-,-,-,-,29,Manitoba Moose,15,Houston Aeros
158,-,-,-,-,2,Chicago Wolves,7,Rockford IceHogs
158,-,-,-,-,11,Grand Rapids Griffins,23,San Antonio Rampage
158,-,-,-,-,25,Peoria Rivermen,17,Milwaukee Admirals
159,27,Tampa Bay Lightning,28,Toronto Maple Leafs ,-,-,-,-
159,26,San Jose Sharks,7,Chicago Blackhawks ,-,-,-,-
159,15,Minnesota Wild,29,Vancouver Canucks ,-,-,-,-
160,19,New York Islanders,20,New York Rangers ,17,Milwaukee Admirals,15,Houston Aeros
160,3,Boston Bruins,9,Columbus Blue Jackets ,12,Oklahoma City Barons,25,Peoria Rivermen
160,2,Atlanta Thrashers,18,New Jersey Devils ,24,Wilkes-Barre/Scranton Penguins,29,Manitoba Moose
160,6,Carolina Hurricanes,4,Buffalo Sabres ,-,-,-,-
160,30,Washington Capitals,16,Montreal Canadiens ,-,-,-,-
160,24,Pittsburgh Penguins,21,Ottawa Senators ,-,-,-,-
160,22,Philadelphia Flyers,13,Florida Panthers ,-,-,-,-
160,14,Los Angeles Kings,17,Nashville Predators ,-,-,-,-
160,26,San Jose Sharks,10,Dallas Stars ,-,-,-,-
160,23,Phoenix Coyotes,5,Calgary Flames ,-,-,-,-
161,30,Washington Capitals,11,Detroit Red Wings ,21,Binghampton Senators,22,Adirondack Phantoms
161,28,Toronto Maple Leafs,6,Carolina Hurricanes ,6,Charlotte Checkers,19,Bridgeport Sound Tigers
161,8,Colorado Avalanche,29,Vancouver Canucks ,12,Oklahoma City Barons,11,Grand Rapids Griffins
161,25,St. Louis Blues,1,Anaheim Ducks ,18,Albany Devils,1,Syracuse Crunch
161,-,-,-,-,16,Hamilton Bulldogs,13,Rochester Americans
161,-,-,-,-,17,Milwaukee Admirals,23,San Antonio Rampage
161,-,-,-,-,24,Wilkes-Barre/Scranton Penguins,29,Manitoba Moose
162,22,Philadelphia Flyers,2,Atlanta Thrashers ,-,-,-,-
162,11,Detroit Red Wings,9,Columbus Blue Jackets ,-,-,-,-
162,28,Toronto Maple Leafs,13,Florida Panthers ,-,-,-,-
162,18,New Jersey Devils,21,Ottawa Senators ,-,-,-,-
162,27,Tampa Bay Lightning,16,Montreal Canadiens ,-,-,-,-
162,3,Boston Bruins,17,Nashville Predators ,-,-,-,-
162,7,Chicago Blackhawks,10,Dallas Stars ,-,-,-,-
162,8,Colorado Avalanche,5,Calgary Flames ,-,-,-,-
162,23,Phoenix Coyotes,12,Edmonton Oilers ,-,-,-,-
162,15,Minnesota Wild,26,San Jose Sharks ,-,-,-,-
162,25,St. Louis Blues,14,Los Angeles Kings ,-,-,-,-
163,30,Washington Capitals,18,New Jersey Devils ,6,Charlotte Checkers,19,Bridgeport Sound Tigers
163,16,Montreal Canadiens,20,New York Rangers ,8,Lake Erie Monsters,11,Grand Rapids Griffins
163,19,New York Islanders,6,Carolina Hurricanes ,20,Hartford Wolf Pack,14,Manchester Monarchs
163,23,Phoenix Coyotes,29,Vancouver Canucks ,4,Portland Pirates,21,Binghampton Senators
163,-,-,-,-,26,Worcester Sharks,3,Providence Bruins
163,-,-,-,-,18,Albany Devils,27,Norfolk Admirals
163,-,-,-,-,30,Hershey Bears,9,Springfield Falcons
163,-,-,-,-,28,Toronto Marlies,1,Syracuse Crunch
163,-,-,-,-,17,Milwaukee Admirals,23,San Antonio Rampage
163,-,-,-,-,12,Oklahoma City Barons,7,Rockford IceHogs
163,-,-,-,-,10,Dallas Stars,29,Manitoba Moose
163,-,-,-,-,16,Hamilton Bulldogs,5,Abbotsford Heat
164,9,Columbus Blue Jackets,15,Minnesota Wild ,22,Adirondack Phantoms,28,Toronto Marlies
164,27,Tampa Bay Lightning,21,Ottawa Senators ,14,Manchester Monarchs,19,Bridgeport Sound Tigers
164,2,Atlanta Thrashers,4,Buffalo Sabres ,13,Rochester Americans,11,Grand Rapids Griffins
164,3,Boston Bruins,28,Toronto Maple Leafs ,3,Providence Bruins,20,Hartford Wolf Pack
164,19,New York Islanders,13,Florida Panthers ,4,Portland Pirates,30,Hershey Bears
164,11,Detroit Red Wings,17,Nashville Predators ,9,Springfield Falcons,21,Binghampton Senators
164,22,Philadelphia Flyers,10,Dallas Stars ,26,Worcester Sharks,24,Wilkes-Barre/Scranton Penguins
164,8,Colorado Avalanche,12,Edmonton Oilers ,18,Albany Devils,27,Norfolk Admirals
164,25,St. Louis Blues,26,San Jose Sharks ,6,Charlotte Checkers,1,Syracuse Crunch
164,1,Anaheim Ducks,14,Los Angeles Kings ,12,Oklahoma City Barons,2,Chicago Wolves
164,-,-,-,-,8,Lake Erie Monsters,17,Milwaukee Admirals
164,-,-,-,-,25,Peoria Rivermen,7,Rockford IceHogs
164,-,-,-,-,23,San Antonio Rampage,15,Houston Aeros
164,-,-,-,-,16,Hamilton Bulldogs,5,Abbotsford Heat
165,20,New York Rangers,24,Pittsburgh Penguins ,21,Binghampton Senators,19,Bridgeport Sound Tigers
165,18,New Jersey Devils,9,Columbus Blue Jackets ,9,Springfield Falcons,20,Hartford Wolf Pack
165,17,Nashville Predators,4,Buffalo Sabres ,26,Worcester Sharks,14,Manchester Monarchs
165,16,Montreal Canadiens,15,Minnesota Wild ,10,Dallas Stars,29,Manitoba Moose
165,7,Chicago Blackhawks,23,Phoenix Coyotes ,6,Charlotte Checkers,24,Wilkes-Barre/Scranton Penguins
165,5,Calgary Flames,1,Anaheim Ducks ,12,Oklahoma City Barons,2,Chicago Wolves
166,24,Pittsburgh Penguins,11,Detroit Red Wings ,7,Rockford IceHogs,11,Grand Rapids Griffins
166,-,-,-,-,15,Houston Aeros,23,San Antonio Rampage
166,-,-,-,-,4,Portland Pirates,3,Providence Bruins
166,-,-,-,-,1,Syracuse Crunch,30,Hershey Bears
166,-,-,-,-,8,Lake Erie Monsters,25,Peoria Rivermen
166,5,Calgary Flames,14,Los Angeles Kings ,-,-,-,-
167,18,New Jersey Devils,3,Boston Bruins ,26,Worcester Sharks,4,Portland Pirates
167,13,Florida Panthers,20,New York Rangers ,22,Adirondack Phantoms,6,Charlotte Checkers
167,30,Washington Capitals,22,Philadelphia Flyers ,13,Rochester Americans,8,Lake Erie Monsters
167,21,Ottawa Senators,6,Carolina Hurricanes ,12,Oklahoma City Barons,17,Milwaukee Admirals
167,19,New York Islanders,27,Tampa Bay Lightning ,15,Houston Aeros,10,Dallas Stars
167,4,Buffalo Sabres,16,Montreal Canadiens ,-,-,-,-
167,12,Edmonton Oilers,17,Nashville Predators ,-,-,-,-
167,28,Toronto Maple Leafs,15,Minnesota Wild ,-,-,-,-
167,9,Columbus Blue Jackets,8,Colorado Avalanche ,-,-,-,-
167,25,St. Louis Blues,23,Phoenix Coyotes ,-,-,-,-
168,29,Vancouver Canucks,11,Detroit Red Wings ,28,Toronto Marlies,11,Grand Rapids Griffins
168,1,Anaheim Ducks,10,Dallas Stars ,9,Springfield Falcons,20,Hartford Wolf Pack
168,13,Florida Panthers,7,Chicago Blackhawks ,1,Syracuse Crunch,21,Binghampton Senators
168,5,Calgary Flames,26,San Jose Sharks ,18,Albany Devils,24,Wilkes-Barre/Scranton Penguins
168,-,-,-,-,22,Adirondack Phantoms,27,Norfolk Admirals
168,-,-,-,-,23,San Antonio Rampage,7,Rockford IceHogs
169,24,Pittsburgh Penguins,22,Philadelphia Flyers ,-,-,-,-
169,16,Montreal Canadiens,3,Boston Bruins ,-,-,-,-
169,2,Atlanta Thrashers,19,New York Islanders ,-,-,-,-
169,21,Ottawa Senators,20,New York Rangers ,-,-,-,-
169,12,Edmonton Oilers,25,St.Louis Blues ,-,-,-,-
169,1,Anaheim Ducks,17,Nashville Predators ,-,-,-,-
169,28,Toronto Maple Leafs,8,Colorado Avalanche ,-,-,-,-
169,9,Columbus Blue Jackets,23,Phoenix Coyotes ,-,-,-,-
169,26,San Jose Sharks,14,Los Angeles Kings ,-,-,-,-
170,18,New Jersey Devils,24,Pittsburgh Penguins ,6,Charlotte Checkers,20,Hartford Wolf Pack
170,13,Florida Panthers,4,Buffalo Sabres ,19,Bridgeport Sound Tigers,4,Portland Pirates
170,6,Carolina Hurricanes,27,Tampa Bay Lightning ,24,Wilkes-Barre/Scranton Penguins,21,Binghampton Senators
170,29,Vancouver Canucks,2,Atlanta Thrashers ,30,Hershey Bears,22,Adirondack Phantoms
170,30,Washington Capitals,21,Ottawa Senators ,14,Manchester Monarchs,27,Norfolk Admirals
170,-,-,-,-,18,Albany Devils,1,Syracuse Crunch
170,-,-,-,-,3,Providence Bruins,26,Worcester Sharks
170,-,-,-,-,8,Lake Erie Monsters,13,Rochester Americans
170,-,-,-,-,2,Chicago Wolves,17,Milwaukee Admirals
170,-,-,-,-,23,San Antonio Rampage,25,Peoria Rivermen
170,-,-,-,-,16,Hamilton Bulldogs,7,Rockford IceHogs
170,-,-,-,-,5,Abbotsford Heat,29,Manitoba Moose
170,-,-,-,-,11,Grand Rapids Griffins,10,Dallas Stars
170,-,-,-,-,12,Oklahoma City Barons,15,Houston Aeros
171,20,New York Rangers,3,Boston Bruins ,8,Lake Erie Monsters,28,Toronto Marlies
171,8,Colorado Avalanche,14,Los Angeles Kings ,24,Wilkes-Barre/Scranton Penguins,22,Adirondack Phantoms
171,22,Philadelphia Flyers,19,New York Islanders ,19,Bridgeport Sound Tigers,20,Hartford Wolf Pack
171,27,Tampa Bay Lightning,6,Carolina Hurricanes ,18,Albany Devils,30,Hershey Bears
171,30,Washington Capitals,16,Montreal Canadiens ,6,Charlotte Checkers,4,Portland Pirates
171,28,Toronto Maple Leafs,11,Detroit Red Wings ,9,Springfield Falcons,26,Worcester Sharks
171,18,New Jersey Devils,4,Buffalo Sabres ,3,Providence Bruins,21,Binghampton Senators
171,25,St. Louis Blues,15,Minnesota Wild ,14,Manchester Monarchs,27,Norfolk Admirals
171,10,Dallas Stars,17,Nashville Predators ,13,Rochester Americans,1,Syracuse Crunch
171,1,Anaheim Ducks,7,Chicago Blackhawks ,16,Hamilton Bulldogs,2,Chicago Wolves
171,26,San Jose Sharks,23,Phoenix Coyotes ,11,Grand Rapids Griffins,10,Dallas Stars
171,5,Calgary Flames,12,Edmonton Oilers ,23,San Antonio Rampage,25,Peoria Rivermen
171,-,-,-,-,17,Milwaukee Admirals,7,Rockford IceHogs
171,-,-,-,-,12,Oklahoma City Barons,15,Houston Aeros
172,13,Florida Panthers,24,Pittsburgh Penguins ,5,Abbotsford Heat,29,Manitoba Moose
172,21,Ottawa Senators,2,Atlanta Thrashers ,1,Syracuse Crunch,19,Bridgeport Sound Tigers
172,29,Vancouver Canucks,9,Columbus Blue Jackets ,21,Binghampton Senators,9,Springfield Falcons
172,3,Boston Bruins,22,Philadelphia Flyers ,22,Adirondack Phantoms,26,Worcester Sharks
172,-,-,-,-,7,Rockford IceHogs,2,Chicago Wolves
172,-,-,-,-,20,Hartford Wolf Pack,3,Providence Bruins
172,-,-,-,-,27,Norfolk Admirals,6,Charlotte Checkers
172,-,-,-,-,24,Wilkes-Barre/Scranton Penguins,30,Hershey Bears
172,-,-,-,-,12,Oklahoma City Barons,15,Houston Aeros
172,-,-,-,-,16,Hamilton Bulldogs,25,Peoria Rivermen
172,-,-,-,-,23,San Antonio Rampage,17,Milwaukee Admirals
173,7,Chicago Blackhawks,11,Detroit Red Wings ,-,-,-,-
173,8,Colorado Avalanche,1,Anaheim Ducks ,-,-,-,-
174,6,Carolina Hurricanes,30,Washington Capitals ,3,Providence Bruins,4,Portland Pirates
174,7,Chicago Blackhawks,3,Boston Bruins ,22,Adirondack Phantoms,18,Albany Devils
174,22,Philadelphia Flyers,24,Pittsburgh Penguins ,5,Abbotsford Heat,16,Hamilton Bulldogs
174,13,Florida Panthers,9,Columbus Blue Jackets ,13,Rochester Americans,29,Manitoba Moose
174,4,Buffalo Sabres,28,Toronto Maple Leafs ,-,-,-,-
174,21,Ottawa Senators,27,Tampa Bay Lightning ,-,-,-,-
174,2,Atlanta Thrashers,16,Montreal Canadiens ,-,-,-,-
174,29,Vancouver Canucks,17,Nashville Predators ,-,-,-,-
174,15,Minnesota Wild,25,St.Louis Blues ,-,-,-,-
174,14,Los Angeles Kings,12,Edmonton Oilers ,-,-,-,-
174,10,Dallas Stars,23,Phoenix Coyotes ,-,-,-,-
175,19,New York Islanders,18,New Jersey Devils ,1,Syracuse Crunch,28,Toronto Marlies
175,16,Montreal Canadiens,6,Carolina Hurricanes ,19,Bridgeport Sound Tigers,4,Portland Pirates
175,25,St. Louis Blues,11,Detroit Red Wings ,5,Abbotsford Heat,16,Hamilton Bulldogs
175,20,New York Rangers,4,Buffalo Sabres ,7,Rockford IceHogs,8,Lake Erie Monsters
175,1,Anaheim Ducks,5,Calgary Flames ,24,Wilkes-Barre/Scranton Penguins,27,Norfolk Admirals
175,-,-,-,-,23,San Antonio Rampage,17,Milwaukee Admirals
175,-,-,-,-,13,Rochester Americans,29,Manitoba Moose
176,28,Toronto Maple Leafs,3,Boston Bruins ,2,Chicago Wolves,15,Houston Aeros
176,20,New York Rangers,19,New York Islanders ,-,-,-,-
176,2,Atlanta Thrashers,22,Philadelphia Flyers ,-,-,-,-
176,9,Columbus Blue Jackets,30,Washington Capitals ,-,-,-,-
176,24,Pittsburgh Penguins,27,Tampa Bay Lightning ,-,-,-,-
176,21,Ottawa Senators,13,Florida Panthers ,-,-,-,-
176,12,Edmonton Oilers,15,Minnesota Wild ,-,-,-,-
176,17,Nashville Predators,8,Colorado Avalanche ,-,-,-,-
176,14,Los Angeles Kings,29,Vancouver Canucks ,-,-,-,-
176,10,Dallas Stars,26,San Jose Sharks ,-,-,-,-
177,22,Philadelphia Flyers,18,New Jersey Devils ,20,Hartford Wolf Pack,3,Providence Bruins
177,7,Chicago Blackhawks,9,Columbus Blue Jackets ,6,Charlotte Checkers,24,Wilkes-Barre/Scranton Penguins
177,5,Calgary Flames,25,St.Louis Blues ,18,Albany Devils,22,Adirondack Phantoms
177,8,Colorado Avalanche,23,Phoenix Coyotes ,16,Hamilton Bulldogs,8,Lake Erie Monsters
177,-,-,-,-,30,Hershey Bears,27,Norfolk Admirals
177,-,-,-,-,19,Bridgeport Sound Tigers,9,Springfield Falcons
177,-,-,-,-,21,Binghampton Senators,1,Syracuse Crunch
177,-,-,-,-,14,Manchester Monarchs,26,Worcester Sharks
177,-,-,-,-,29,Manitoba Moose,13,Rochester Americans
177,-,-,-,-,15,Houston Aeros,17,Milwaukee Admirals
177,-,-,-,-,25,Peoria Rivermen,23,San Antonio Rampage
177,-,-,-,-,7,Rockford IceHogs,12,Oklahoma City Barons
177,-,-,-,-,2,Chicago Wolves,10,Dallas Stars
177,-,-,-,-,11,Grand Rapids Griffins,5,Abbotsford Heat
178,2,Atlanta Thrashers,3,Boston Bruins ,29,Manitoba Moose,16,Hamilton Bulldogs
178,27,Tampa Bay Lightning,15,Minnesota Wild ,8,Lake Erie Monsters,28,Toronto Marlies
178,11,Detroit Red Wings,17,Nashville Predators ,1,Syracuse Crunch,22,Adirondack Phantoms
178,10,Dallas Stars,14,Los Angeles Kings ,6,Charlotte Checkers,18,Albany Devils
178,16,Montreal Canadiens,18,New Jersey Devils ,4,Portland Pirates,14,Manchester Monarchs
178,4,Buffalo Sabres,30,Washington Capitals ,20,Hartford Wolf Pack,9,Springfield Falcons
178,28,Toronto Maple Leafs,21,Ottawa Senators ,3,Providence Bruins,26,Worcester Sharks
178,6,Carolina Hurricanes,19,New York Islanders ,19,Bridgeport Sound Tigers,21,Binghampton Senators
178,24,Pittsburgh Penguins,13,Florida Panthers ,13,Rochester Americans,24,Wilkes-Barre/Scranton Penguins
178,12,Edmonton Oilers,29,Vancouver Canucks ,30,Hershey Bears,27,Norfolk Admirals
178,1,Anaheim Ducks,26,San Jose Sharks ,15,Houston Aeros,2,Chicago Wolves
178,-,-,-,-,25,Peoria Rivermen,23,San Antonio Rampage
178,-,-,-,-,10,Dallas Stars,12,Oklahoma City Barons
178,-,-,-,-,11,Grand Rapids Griffins,5,Abbotsford Heat
179,20,New York Rangers,22,Philadelphia Flyers ,29,Manitoba Moose,28,Toronto Marlies
179,25,St. Louis Blues,9,Columbus Blue Jackets ,4,Portland Pirates,20,Hartford Wolf Pack
179,4,Buffalo Sabres,6,Carolina Hurricanes ,24,Wilkes-Barre/Scranton Penguins,1,Syracuse Crunch
179,15,Minnesota Wild,11,Detroit Red Wings ,21,Binghampton Senators,18,Albany Devils
179,27,Tampa Bay Lightning,7,Chicago Blackhawks ,26,Worcester Sharks,3,Providence Bruins
179,10,Dallas Stars,1,Anaheim Ducks ,25,Peoria Rivermen,17,Milwaukee Admirals
179,5,Calgary Flames,8,Colorado Avalanche ,7,Rockford IceHogs,10,Dallas Stars
180,3,Boston Bruins,20,New York Rangers ,13,Rochester Americans,22,Adirondack Phantoms
180,14,Los Angeles Kings,26,San Jose Sharks ,27,Norfolk Admirals,6,Charlotte Checkers
180,-,-,-,-,16,Hamilton Bulldogs,5,Abbotsford Heat
181,30,Washington Capitals,28,Toronto Maple Leafs ,9,Springfield Falcons,19,Bridgeport Sound Tigers
181,27,Tampa Bay Lightning,4,Buffalo Sabres ,4,Portland Pirates,26,Worcester Sharks
181,18,New Jersey Devils,24,Pittsburgh Penguins ,7,Rockford IceHogs,23,San Antonio Rampage
181,22,Philadelphia Flyers,21,Ottawa Senators ,16,Hamilton Bulldogs,5,Abbotsford Heat
181,7,Chicago Blackhawks,16,Montreal Canadiens ,-,-,-,-
181,8,Colorado Avalanche,25,St.Louis Blues ,-,-,-,-
181,2,Atlanta Thrashers,17,Nashville Predators ,-,-,-,-
181,9,Columbus Blue Jackets,10,Dallas Stars ,-,-,-,-
181,29,Vancouver Canucks,12,Edmonton Oilers ,-,-,-,-
182,28,Toronto Maple Leafs,18,New Jersey Devils ,14,Manchester Monarchs,4,Portland Pirates
182,19,New York Islanders,3,Boston Bruins ,18,Albany Devils,22,Adirondack Phantoms
182,11,Detroit Red Wings,6,Carolina Hurricanes ,28,Toronto Marlies,8,Lake Erie Monsters
182,13,Florida Panthers,30,Washington Capitals ,27,Norfolk Admirals,21,Binghampton Senators
182,25,St. Louis Blues,7,Chicago Blackhawks ,11,Grand Rapids Griffins,17,Milwaukee Admirals
182,12,Edmonton Oilers,5,Calgary Flames ,10,Dallas Stars,25,Peoria Rivermen
182,26,San Jose Sharks,1,Anaheim Ducks ,-,-,-,-
182,23,Phoenix Coyotes,14,Los Angeles Kings ,-,-,-,-
183,2,Atlanta Thrashers,20,New York Rangers ,-,-,-,-
183,16,Montreal Canadiens,21,Ottawa Senators ,-,-,-,-
183,8,Colorado Avalanche,10,Dallas Stars ,-,-,-,-
183,15,Minnesota Wild,29,Vancouver Canucks ,-,-,-,-
184,7,Chicago Blackhawks,11,Detroit Red Wings ,20,Hartford Wolf Pack,19,Bridgeport Sound Tigers
184,24,Pittsburgh Penguins,19,New York Islanders ,26,Worcester Sharks,6,Charlotte Checkers
184,22,Philadelphia Flyers,4,Buffalo Sabres ,5,Abbotsford Heat,11,Grand Rapids Griffins
184,13,Florida Panthers,27,Tampa Bay Lightning ,22,Adirondack Phantoms,14,Manchester Monarchs
184,6,Carolina Hurricanes,2,Atlanta Thrashers ,4,Portland Pirates,3,Providence Bruins
184,9,Columbus Blue Jackets,17,Nashville Predators ,30,Hershey Bears,24,Wilkes-Barre/Scranton Penguins
184,10,Dallas Stars,8,Colorado Avalanche ,18,Albany Devils,9,Springfield Falcons
184,15,Minnesota Wild,12,Edmonton Oilers ,27,Norfolk Admirals,1,Syracuse Crunch
184,14,Los Angeles Kings,1,Anaheim Ducks ,21,Binghampton Senators,13,Rochester Americans
184,26,San Jose Sharks,23,Phoenix Coyotes ,10,Dallas Stars,17,Milwaukee Admirals
184,-,-,-,-,12,Oklahoma City Barons,23,San Antonio Rampage
184,-,-,-,-,2,Chicago Wolves,25,Peoria Rivermen
184,-,-,-,-,8,Lake Erie Monsters,7,Rockford IceHogs
184,-,-,-,-,16,Hamilton Bulldogs,29,Manitoba Moose
185,18,New Jersey Devils,20,New York Rangers ,13,Rochester Americans,28,Toronto Marlies
185,21,Ottawa Senators,3,Boston Bruins ,4,Portland Pirates,18,Albany Devils
185,27,Tampa Bay Lightning,6,Carolina Hurricanes ,26,Worcester Sharks,6,Charlotte Checkers
185,4,Buffalo Sabres,9,Columbus Blue Jackets ,19,Bridgeport Sound Tigers,20,Hartford Wolf Pack
185,30,Washington Capitals,13,Florida Panthers ,24,Wilkes-Barre/Scranton Penguins,30,Hershey Bears
185,19,New York Islanders,22,Philadelphia Flyers ,3,Providence Bruins,9,Springfield Falcons
185,16,Montreal Canadiens,28,Toronto Maple Leafs ,22,Adirondack Phantoms,21,Binghampton Senators
185,17,Nashville Predators,25,St.Louis Blues ,5,Abbotsford Heat,8,Lake Erie Monsters
185,29,Vancouver Canucks,5,Calgary Flames ,27,Norfolk Admirals,1,Syracuse Crunch
185,1,Anaheim Ducks,14,Los Angeles Kings ,23,San Antonio Rampage,2,Chicago Wolves
185,23,Phoenix Coyotes,26,San Jose Sharks ,12,Oklahoma City Barons,10,Dallas Stars
185,-,-,-,-,17,Milwaukee Admirals,25,Peoria Rivermen
185,-,-,-,-,11,Grand Rapids Griffins,7,Rockford IceHogs
185,-,-,-,-,16,Hamilton Bulldogs,29,Manitoba Moose
186,12,Edmonton Oilers,8,Colorado Avalanche ,18,Albany Devils,19,Bridgeport Sound Tigers
186,24,Pittsburgh Penguins,2,Atlanta Thrashers ,22,Adirondack Phantoms,24,Wilkes-Barre/Scranton Penguins
186,3,Boston Bruins,18,New Jersey Devils ,7,Rockford IceHogs,2,Chicago Wolves
186,11,Detroit Red Wings,7,Chicago Blackhawks ,9,Springfield Falcons,4,Portland Pirates
186,10,Dallas Stars,15,Minnesota Wild ,14,Manchester Monarchs,3,Providence Bruins
186,-,-,-,-,27,Norfolk Admirals,20,Hartford Wolf Pack
186,-,-,-,-,1,Syracuse Crunch,30,Hershey Bears
186,-,-,-,-,5,Abbotsford Heat,28,Toronto Marlies
186,-,-,-,-,12,Oklahoma City Barons,15,Houston Aeros
186,-,-,-,-,8,Lake Erie Monsters,13,Rochester Americans
186,-,-,-,-,10,Dallas Stars,23,San Antonio Rampage
186,-,-,-,-,11,Grand Rapids Griffins,17,Milwaukee Admirals
